text,manually_annotated,weighted_by_logisticRegression,weighted_by_none,weighted_by_f1,weighted_by_auc,weighted_by_recall,weighted_by_precision,weighted_by_accuracy,weighted_by_loss
: طبق الديك الحبشي المشوي بإكليل الجبل (أو ما يعرف بأزير عند أشقائنا في المغرب الأقصى) والزعفران والحامض المخلل بملح الهيمالايا…,negative,negative,negative,negative,negative,negative,negative,negative,negative
: الله يعطيك الصحة! رجال و نساء التعليم المفروض يكونو مرتاحين ماديا و معنويا باش يقدرو ريحو وليداتنا ولكن .…,negative,positive,positive,negative,negative,negative,positive,negative,negative
: خويا الكبير أستاذ ليه ثلاث سنين باش دخل المغرب وحاقد على الوضعية ديال التعليم تمة,negative,negative,negative,negative,negative,negative,negative,negative,negative
: 12000 درهم را أعلى أجرة كيوصل ليها الأستاذ ملي كيخرج خارج السلم بعد صراع طوييييل. كيلقا ولا فيه…,negative,negative,negative,negative,negative,negative,negative,negative,negative
: فرق كبير يا أخي صراحة. من ورا إضراب شهداء كوميرا و هم اللور اللور.,negative,negative,negative,negative,negative,negative,negative,negative,negative
: عندي واحد المثال فالعائلة كانت معلمة مجدة و أنيقة دخلت المجال بكل حب ، الا ان اللوبي الوهابي ارغمها (معن…,negative,positive,positive,negative,negative,negative,positive,negative,negative
: وفاة الفنان المصري حسن حسني رحمة الله عليه,positive,positive,positive,positive,positive,positive,positive,positive,positive
out of my league then! *sad noises*,positive,positive,positive,negative,positive,negative,negative,negative,positive
زوين هاد البلان. شي طبقات لقاو فيهم حتى شوية تاع الغبرة ومنها كايتصاوب بروفايل تاع النشاط البركاني.,negative,negative,negative,negative,negative,negative,negative,negative,negative
: قولها ليهم، راه بنادم في راس كياص، الأب ديالي استاذ ثانوي مند ستينات، سيد بنى فيلا و ديور و قرأ جل ابنائه ف…,negative,negative,negative,negative,negative,negative,negative,negative,negative
نعم! كايجبدو طبقات الثلج العميقة اللي كاتكون عالقة فيها فقاعات هواء من قديم الزمان وبتحليلها كايتعرف الجو اللي كان على حسب عمقها.,negative,negative,negative,negative,negative,negative,negative,negative,negative
الله يرزقه هههههه,positive,positive,positive,positive,positive,positive,positive,positive,positive
أطر التعليم في الستينات كانوا يعتبرون من النخبة و أوضاعهم المالية كانت ممتازة. لا مقارنة مع الصالير المفشوش والإقتطاعات ديال دابا اللي عرّاتهم. اللي كايشد 6000 درهم ماغاديش يشري كوسطار.,negative,negative,negative,negative,negative,negative,negative,negative,negative
"it will not happen. mclaren is still mclaren even if it almost had nothing to do with bruce. if i'm a buyer and aiming for success, if a race win is acheived i prefer it being win number 115 instead of ""first win"". only teams with a null palmares get renamed.",negative,positive,positive,positive,positive,positive,positive,negative,negative
أكيرا يمضي ليحارب أفعال الأشرار🎶 كي يبلغ غايته يمضي يملأه الإصرار🎶,negative,negative,negative,negative,negative,negative,negative,negative,negative
الوادافاكية: زوجة اليوسفي تعزي جلالة الملك في وفاة زوجها,negative,positive,positive,negative,positive,positive,positive,positive,positive
كيفاش الدول الدكتاتورية كاتضرب الصحافة: طلق خبر حتى يتنشر وكذّبو.,negative,negative,negative,negative,positive,negative,negative,negative,negative
: للعنصرية وجوه كثيرة، هذا الوجه أحدها في أمريكا. قاتل جورج_فلويد كان يدكّ عنقه بركبته واضعاً يده على فخذه بكل ثقة وهدوء…,negative,negative,negative,negative,negative,negative,negative,negative,negative
ويليامز فيد الله آ الدراري يا ربحة يا ذبحة🥺😔,positive,negative,negative,negative,positive,positive,positive,positive,positive
: تويتوما اتصلت بالسيد الي مكلف،اكد لي الحالة ديال السيدة مستعجلة، و خاصها و لابدا دير عملية الثلاثاء، الإشكالية هو انها م…,negative,negative,negative,negative,negative,negative,negative,negative,negative
not doing that! ❤️,positive,negative,negative,negative,positive,negative,negative,positive,positive
there's no history course if the world ends,positive,positive,positive,positive,positive,positive,positive,positive,positive
صافي آ سيدي لهلا يرحم شي يوسفي غير ماتكعاوش,negative,negative,negative,negative,positive,negative,positive,negative,positive
everything in the dictionnary and the appendix,positive,positive,positive,negative,positive,positive,positive,negative,positive
: لفة اليوم .. لفة الاسبوع .. لفة الشهر .. لفة السنة .. لفة القرن مع الاسطورة المغوار المقاتل الشرس الشهم الذي لا يقهر والافضل…,negative,negative,negative,negative,positive,negative,negative,negative,negative
عن أبي داود أن النبي صلى الله عليه وسلم قال: يبعث الله على رأس كل مائة عام من يجدد لهذه الأمة أمر دينها,negative,positive,positive,positive,positive,positive,positive,negative,negative
: الݣنبر والشواية والدكوك والبزعط عليك ا كورونا... موغرابي انا .. الأصالة ديال مكنفرطشي فيها,negative,negative,negative,negative,negative,negative,negative,negative,negative
: ميريكان عطاوها لا نازا عرفاتها منين وعلاش طاحت. وحنا عطاوها للمجلس العلمي لي الفقية ديالو مابغاوش يتافقو . شي يقول…,negative,negative,negative,negative,negative,negative,negative,negative,negative
: لا أعلم كفراناً بنعم الله على وجه الأرض اليوم أسوأ مما نراه من فظائع الجوع والمرض المتفشية في أهل اليمن وهم على حدود دول عر…,negative,negative,negative,negative,negative,negative,negative,negative,negative
